AREA,PERIMETER,KENYAVIL_,KENYAVIL_I,NAME,COUNTRY,THEME,ADMINCODE,LONGDD,LATDD
0.0,0.0,1,-2241375,ABABULE,KE,WTRH,6.0,39.78,0.95
0.0,0.0,2,-2241376,ABACHULA,KE,WTRH,2.0,39.53,-0.6
0.0,0.0,3,-2241377,ABADARANT,KE,AREA,6.0,40.53,1.53
0.0,0.0,4,-2241378,ABAFAYO MELKA,KE,WTRH,3.0,38.97,1.2
0.0,0.0,5,-2241379,ABAGERANSO,KE,WTRH,6.0,40.32,1.75
0.0,0.0,6,-2241380,ABAHAMA,KE,AREA,2.0,39.87,-0.82
0.0,0.0,7,-2241381,ABAHIRINGERASUBLOCATION,KE,ADMD,7.0,34.57,-1.18
0.0,0.0,8,-2241382,ABACHULA,KE,WTRH,2.0,39.05,-0.53
0.0,0.0,9,-2241382,ABACHULA,KE,WTRH,2.0,39.05,-0.53
0.0,0.0,10,-2241383,ABAKDER,KE,WTRH,6.0,40.27,1.03
0.0,0.0,11,-2241384,ABAKDERA,KE,AREA,6.0,39.85,-0.52
0.0,0.0,12,-2241385,ABAKFIN,KE,WTRH,6.0,40.65,1.73
0.0,0.0,13,-2241386,ABAKUNO,KE,WTRH,2.0,39.45,-1.87
0.0,0.0,14,-2241387,ABALO,KE,HLL,3.0,38.88,3.12
0.0,0.0,15,-2241388,ABAMAGADO,KE,AREA,3.0,38.02,1.52
0.0,0.0,16,-2241389,ABAMAGADO,KE,HLL,3.0,38.02,1.52
0.0,0.0,17,-2241390,ABARAGA NAMBALA,KE,WTRH,3.0,38.43,0.32
0.0,0.0,18,-2241390,ABARAGA NAMBALA,KE,WTRH,3.0,38.43,0.32
0.0,0.0,19,-2241391,ABAROT,KE,AREA,2.0,39.75,-0.58
0.0,0.0,20,-2241391,ABAROT,KE,AREA,2.0,39.75,-0.58
0.0,0.0,21,-2241392,ABARAT,KE,PPL,2.0,39.72,-0.57
0.0,0.0,22,-2241392,ABARAT,KE,PPL,2.0,39.72,-0.57
0.0,0.0,23,-2241393,ABASULA,KE,WTRH,3.0,38.92,-1.93
0.0,0.0,26,-2241395,ABDURRAHMAN EL,KE,WLL,6.0,40.05,2.88
0.0,0.0,27,-2241395,ABDURRAHMAN EL,KE,WLL,6.0,40.05,2.88
0.0,0.0,28,-2241395,ABDURRAHMAN EL,KE,WLL,6.0,40.05,2.88
0.0,0.0,29,-2241396,ABENDERA MORU,KE,HLL,8.0,34.47,3.7
0.0,0.0,30,-2241397,ABENYO EMURU,KE,HLL,8.0,36.62,1.6
0.0,0.0,31,-2241398,ABERDAREESTATES,KE,EST,1.0,36.48,-0.13
0.0,0.0,32,-2241399,ABERDAREFOREST,KE,FRST,1.0,36.43,0.13
0.0,0.0,33,-2241400,ABERDAREFOREST,KE,FRST,1.0,36.07,-0.05
0.0,0.0,34,-2241400,ABERDAREFOREST,KE,FRST,1.0,36.07,-0.05
0.0,0.0,35,-2241400,ABERDAREFOREST,KE,FRST,1.0,36.07,-0.05
0.0,0.0,36,-2241401,ABERDARENATIONALPARK,KE,PRK,1.0,36.07,-0.42
0.0,0.0,37,-2241401,ABERDARENATIONALPARK,KE,PRK,1.0,36.07,-0.42
0.0,0.0,38,-2241401,ABERDARENATIONALPARK,KE,PRK,1.0,36.07,-0.42
0.0,0.0,39,-2241402,ABERDAREMOUNTAINS,KE,MTS,1.0,36.63,-0.42
0.0,0.0,40,-2241402,ABERDAREMOUNTAINS,KE,MTS,1.0,36.63,-0.42
0.0,0.0,41,-2241402,ABERDAREMOUNTAINS,KE,MTS,1.0,36.63,-0.42
0.0,0.0,42,-2241402,ABERDAREMOUNTAINS,KE,MTS,1.0,36.63,-0.42
0.0,0.0,43,-2241403,ABERIT,KE,STM,8.0,35.4,1.08
0.0,0.0,44,-2241404,ABIDIDAN MELKA,KE,WTRH,3.0,39.35,1.05
0.0,0.0,45,-2241405,ABIERO,KE,HLL,7.0,34.25,-0.18
0.0,0.0,46,-2241405,ABIERO,KE,HLL,7.0,34.25,-0.18
0.0,0.0,47,-2241406,ABILIAGITUK,KE,CONE,8.0,36.6,2.42
0.0,0.0,48,-2241407,ABLA,KE,AREA,6.0,40.45,4.1
0.0,0.0,49,-2241408,ABOBOKA,KE,WLL,3.0,38.98,-2.07
0.0,0.0,50,-2241409,ABOGETA,KE,ADMD,3.0,37.63,-0.12
0.0,0.0,51,-2241410,ABOM,KE,MKT,7.0,34.35,-0.03
0.0,0.0,52,-2241411,ABOMSUBLOCATION,KE,ADMD,7.0,34.03,-0.07
0.0,0.0,53,-2241412,ABORA,KE,HLL,2.0,38.57,-3.25
0.0,0.0,54,-2241413,ABORE,KE,WLL,6.0,39.08,0.53
0.0,0.0,55,-2241414,ABOS,KE,HLL,8.0,35.08,-0.9
0.0,0.0,56,-2241414,ABOS,KE,HLL,8.0,35.08,-0.9
0.0,0.0,57,-2241414,ABOS,KE,HLL,8.0,35.08,-0.9
0.0,0.0,58,-2241415,ABOSI,KE,PP,8.0,35.07,-0.9
0.0,0.0,59,-2241416,ABOTHUGUCHIUPPER,KE,ADMD,3.0,37.58,0.02
0.0,0.0,60,-2241417,ABRAHAMSCAMP,KE,CMP,8.0,35.42,1.82
0.0,0.0,61,-2241418,ABSEGE,KE,STM,8.0,35.72,-0.55
0.0,0.0,62,-2241419,ABULO,KE,HLL,6.0,40.6,3.08
0.0,0.0,63,-2241420,ABUNDU,KE,SCH,7.0,34.05,-0.37
0.0,0.0,64,-2241421,ABURADAM,KE,PND,7.0,34.3,0.08
0.0,0.0,65,-2241422,ABURRYO,KE,AREA,8.0,35.68,0.68
0.0,0.0,66,-2241423,ABURUTIN,KE,STM,8.0,36.2,0.85
0.0,0.0,67,-2241424,ABWAW,KE,SCH,7.0,34.37,-1.03
0.0,0.0,68,-2241425,ABYSSINIANCAMP,KE,CMP,2.0,37.88,-3.15
0.0,0.0,69,-2241426,ABYSSINIANROAD,KE,RD,2.0,37.85,-3.22
0.0,0.0,70,-2241427,ACHAR,KE,STM,7.0,34.03,-0.25
0.0,0.0,71,-2241428,ACHEGO,KE,SCH,7.0,34.58,-0.52
0.0,0.0,72,-2241429,ACHIERO,KE,SCH,7.0,34.05,-0.6
0.0,0.0,73,-2241430,ACHIPTERUSS,KE,AREA,8.0,35.22,1.87
0.0,0.0,74,-2241431,ACHIVWA,KE,MNQR,2.0,39.15,-3.77
0.0,0.0,75,-2241432,ACHIVWA,KE,PPL,2.0,39.15,-3.77
0.0,0.0,76,-2241433,ACHOL,KE,HLL,7.0,34.35,-0.53
0.0,0.0,77,-2241434,ACHUME,KE,PND,7.0,34.58,-0.52
0.0,0.0,78,-2241435,ACHUTH,KE,SCH,7.0,34.53,-1.03
0.0,0.0,79,-2241436,ACTONROAD,KE,RD,7.0,34.72,-0.05
0.0,0.0,80,-2241437,ADA,KE,AREA,2.0,39.08,-4.2
0.0,0.0,81,-2241437,ADA,KE,AREA,2.0,39.08,-4.2
0.0,0.0,82,-2241438,ADA,KE,PPL,2.0,39.08,-4.2
0.0,0.0,83,-2241438,ADA,KE,PPL,2.0,39.08,-4.2
0.0,0.0,84,-2241439,ADABLI,KE,WTRH,6.0,40.43,0.82
0.0,0.0,85,-2241440,ADABOTA,KE,AREA,2.0,39.53,-0.42
0.0,0.0,86,-2241441,ADADA,KE,AREA,3.0,38.9,3.05
0.0,0.0,87,-2241442,ADADI,KE,WLL,3.0,38.77,3.4
0.0,0.0,89,-2241444,ADAWACHEKE,KE,AREA,8.0,36.98,1.85
0.0,0.0,90,-2241445,ADE,KE,AREA,6.0,39.12,2.6
0.0,0.0,91,-2241446,ADDE MELKA,KE,WTRH,3.0,39.43,1.02
0.0,0.0,92,-2241446,ADDE MELKA,KE,WTRH,3.0,39.43,1.02
0.0,0.0,93,-2241447,ADE WEL,KE,WTRH,6.0,40.97,1.65
0.0,0.0,94,-2241448,ADEDERTU,KE,AREA,6.0,39.78,-0.35
0.0,0.0,95,-2241449,ADEDER,KE,WTRH,6.0,40.68,0.3
0.0,0.0,96,-2241449,ADEDER,KE,WTRH,6.0,40.68,0.3
0.0,0.0,97,-2241450,ADEDER,KE,WTRH,6.0,40.43,0.78
0.0,0.0,98,-2241450,ADEDER,KE,WTRH,6.0,40.43,0.78
0.0,0.0,99,-2241451,ADENAWALE,KE,AREA,6.0,39.27,2.13
0.0,0.0,100,-2241452,ADENKAALIGOLIO,KE,WTRH,6.0,40.1,2.63
0.0,0.0,101,-2241452,ADENKAALIGOLIO,KE,WTRH,6.0,40.1,2.63
0.0,0.0,102,-2241453,ADHIRO,KE,SCH,7.0,34.53,-0.38
0.0,0.0,103,-2241454,ADDI,KE,WTRH,2.0,39.3,-1.85
0.0,0.0,104,-2241454,ADDI,KE,WTRH,2.0,39.3,-1.85
0.0,0.0,105,-2241455,ADI EL,KE,WLL,3.0,37.55,3.82
0.0,0.0,106,-2241456,ADI KUBI,KE,HLL,3.0,38.03,2.32
0.0,0.0,107,-2241457,ADIEDO,KE,SCH,7.0,34.6,-0.43
0.0,0.0,108,-2241458,ADILAKAPEL,KE,AREA,8.0,36.28,2.8
0.0,0.0,109,-2241459,ADILE,KE,HLL,6.0,39.7,3.03
0.0,0.0,110,-2241460,ADIMASAWMILL,KE,MFG,8.0,35.97,-0.57
0.0,0.0,111,-2241461,ADINGO,KE,HLL,7.0,34.93,-0.35
0.0,0.0,112,-2241462,ADINGOOPANGA,KE,SCH,7.0,34.85,-0.37
0.0,0.0,113,-2241464,ADO OLKEJU,KE,STM,8.0,37.28,-2.45
0.0,0.0,114,-2241464,ADO OLKEJU,KE,STM,8.0,37.28,-2.45
0.0,0.0,115,-2241464,ADO OLKEJU,KE,STM,8.0,37.28,-2.45
0.0,0.0,116,-2241465,ADOKETNGITHIKIRIA,KE,AREA,8.0,36.35,1.9
0.0,0.0,117,-2241466,ADOMEYAN,KE,AREA,8.0,36.12,0.85
0.0,0.0,118,-2241467,ADRUKOIT,KE,AREA,8.0,34.92,1.37
0.0,0.0,119,-2241468,ADUDUSHE,KE,CH,9.0,34.68,0.12
0.0,0.0,120,-2241469,AFALO,KE,AREA,6.0,40.22,3.52
0.0,0.0,121,-2241470,AFAMBUK,KE,AREA,6.0,39.02,-0.02
0.0,0.0,122,-2241471,AFAR,KE,AREA,3.0,39.25,3.03
0.0,0.0,123,-2241472,AFATU,KE,HLL,6.0,40.28,2.37
0.0,0.0,124,-2241472,AFATU,KE,HLL,6.0,40.28,2.37
0.0,0.0,125,-2241473,AFGAB,KE,CRTR,3.0,37.53,3.18
0.0,0.0,126,-2241474,AFGUDUD LAGA,KE,STMI,3.0,38.78,2.87
0.0,0.0,127,-2241475,AFIEJI LAGA,KE,STMI,2.0,39.75,-2.13
0.0,0.0,128,-2241476,AFTUTI,KE,WTRH,2.0,39.32,-2.47
0.0,0.0,129,-2241477,AFUR,KE,HLL,0.0,37.12,4.32
0.0,0.0,130,-2241477,AFUR,KE,HLL,0.0,37.12,4.32
0.0,0.0,131,-2241477,AFUR,KE,HLL,0.0,37.12,4.32
0.0,0.0,132,-2241477,AFUR,KE,HLL,0.0,37.12,4.32
0.0,0.0,133,-2241478,AFWEIN,KE,AREA,6.0,39.42,0.43
0.0,0.0,134,-2241479,AFWEIN LAK,KE,STMI,6.0,39.65,0.48
0.0,0.0,135,-2241480,AFYUR,KE,WTRH,6.0,40.08,1.65
0.0,0.0,136,-2241481,AGA,KE,AREA,2.0,39.58,-0.6
0.0,0.0,137,-2241482,AGA,KE,WTRH,2.0,39.57,-0.6
0.0,0.0,138,-2241483,AGAI,KE,SCH,7.0,35.57,-0.4
0.0,0.0,139,-2241484,AGENGA,KE,SCH,7.0,34.25,-0.93
0.0,0.0,140,-2241485,AGENGA,KE,STM,7.0,34.65,-0.05
0.0,0.0,141,-2241486,AGETOGIR,KE,AREA,8.0,35.72,3.73
0.0,0.0,142,-2241486,AGETOGIR,KE,AREA,8.0,35.72,3.73
0.0,0.0,143,-2241487,AGITOR,KE,HLL,8.0,35.47,2.02
0.0,0.0,144,-2241488,AGOLOMUOK,KE,MKT,7.0,34.12,-0.78
0.0,0.0,145,-2241489,AGONDA,KE,STM,7.0,34.03,-0.02
0.0,0.0,146,-2241490,AGORO,KE,AREA,7.0,34.95,-0.25
0.0,0.0,147,-2241491,AGORO,KE,HLL,7.0,34.8,-0.05
0.0,0.0,148,-2241492,AGOROSARE,KE,SCH,7.0,34.73,-0.05
0.0,0.0,149,-2241493,AGOROSUBLOCATION,KE,ADMD,7.0,34.03,0.07
0.0,0.0,150,-2241494,AGOROSUBLOCATION,KE,ADMD,7.0,34.98,-0.27
0.0,0.0,151,-2241495,AGOTA,KE,AREA,8.0,35.32,1.9
0.0,0.0,152,-2241496,AGULEIAKIRR,KE,AREA,8.0,34.35,4.18
0.0,0.0,153,-2241497,AGULI,KE,STM,8.0,35.95,1.82
0.0,0.0,154,-2241498,AGULO,KE,STM,7.0,34.52,-0.58
0.0,0.0,155,-2241499,AGULU,KE,SCH,7.0,34.27,0.13
0.0,0.0,156,-2241500,AGULO,KE,HLL,7.0,34.07,-0.55
0.0,0.0,157,-2241500,AGULO,KE,HLL,7.0,34.07,-0.55
0.0,0.0,158,-2241500,AGULO,KE,HLL,7.0,34.07,-0.55
0.0,0.0,159,-2241501,AGUTHI,KE,HSP,1.0,37.03,-0.05
0.0,0.0,160,-2241502,AGUTHILOCATION,KE,ADMD,1.0,37.03,-0.05
0.0,0.0,161,-2241503,AHERO,KE,PPL,7.0,34.92,-0.18
0.0,0.0,162,-2241504,AHMEDGHONGHO,KE,WTRH,6.0,40.48,-1.58
0.0,0.0,163,-2241505,AHONO,KE,SCH,9.0,34.55,0.07
0.0,0.0,164,-2241506,AICHARA,KE,AREA,8.0,35.42,2.47
0.0,0.0,165,-2241507,AIMO,KE,HLL,7.0,34.6,-0.57
0.0,0.0,166,-2241508,AIMO,KE,PND,7.0,34.62,-0.57
0.0,0.0,167,-2241509,AINABKOI,KE,MKT,8.0,35.18,-0.47
0.0,0.0,168,-2241509,AINABKOI,KE,MKT,8.0,35.18,-0.47
0.0,0.0,169,-2241510,AINABKOI,KE,RSTN,8.0,35.52,0.02
0.0,0.0,170,-2241510,AINABKOI,KE,RSTN,8.0,35.52,0.02
0.0,0.0,171,-2241511,AINABKOI,KE,STM,8.0,35.65,0.03
0.0,0.0,172,-2241511,AINABKOI,KE,STM,8.0,35.65,0.03
0.0,0.0,173,-2241512,AINABGOI,KE,STM,8.0,35.1,-0.68
0.0,0.0,174,-2241512,AINABGOI,KE,STM,8.0,35.1,-0.68
0.0,0.0,175,-2241512,AINABGOI,KE,STM,8.0,35.1,-0.68
0.0,0.0,176,-2241512,AINABGOI,KE,STM,8.0,35.1,-0.68
0.0,0.0,177,-2241513,AINABKOIFEEDERROAD,KE,RD,8.0,35.48,0.2
0.0,0.0,178,-2241514,AINABKOISUBLOCATION,KE,ADMD,8.0,35.18,-0.47
0.0,0.0,179,-2241515,AINABKOIVIADUCT,KE,BDG,8.0,35.53,0.1
0.0,0.0,180,-2241516,AINABSIRET,KE,STM,8.0,35.02,-0.45
0.0,0.0,181,-2241516,AINABSIRET,KE,STM,8.0,35.02,-0.45
0.0,0.0,182,-2241516,AINABSIRET,KE,STM,8.0,35.02,-0.45
0.0,0.0,183,-2241517,AINAMOI,KE,PPL,8.0,35.28,-0.3
0.0,0.0,184,-2241517,AINAMOI,KE,PPL,8.0,35.28,-0.3
0.0,0.0,185,-2241518,AINAMOISUBLOCATION,KE,ADMD,8.0,35.3,-0.3
0.0,0.0,186,-2241519,AINAPLAKWET,KE,STM,8.0,35.27,-0.68
0.0,0.0,187,-2241519,AINAPLAKWET,KE,STM,8.0,35.27,-0.68
0.0,0.0,188,-2241519,AINAPLAKWET,KE,STM,8.0,35.27,-0.68
0.0,0.0,189,-2241520,AINO,KE,STM,8.0,35.63,0.03
0.0,0.0,190,-2241521,AINOBNGETUNYEK,KE,STM,8.0,35.52,-0.65
0.0,0.0,191,-2241522,AINOBNGETUNYEK,KE,STM,8.0,35.38,-0.73
0.0,0.0,192,-2241522,AINOBNGETUNYEK,KE,STM,8.0,35.38,-0.73
0.0,0.0,193,-2241522,AINOBNGETUNYEK,KE,STM,8.0,35.38,-0.73
0.0,0.0,194,-2241523,AINOMOTUA,KE,STM,0.0,35.07,-0.07
0.0,0.0,195,-2241524,AINOPNO,KE,STM,8.0,35.92,0.4
0.0,0.0,196,-2241525,AINOPSIWA,KE,STM,8.0,35.18,-0.03
0.0,0.0,197,-2241526,AINTREEESTATE,KE,EST,1.0,36.88,-1.2
0.0,0.0,198,-2241527,AINUMUTUNGWE,KE,STM,8.0,35.52,-0.65
0.0,0.0,199,-2241528,AIRAGWANI,KE,FRM,8.0,36.97,-0.12
0.0,0.0,200,-2241529,AIRIRUA,KE,STMI,3.0,36.98,2.15
0.0,0.0,201,-2241530,AISAIK,KE,SCH,8.0,35.35,-0.72
0.0,0.0,202,-2241531,AISERE,KE,PPL,9.0,34.7,0.23
0.0,0.0,203,-2241532,AITONG,KE,VETF,8.0,35.25,-1.18
0.0,0.0,204,-2241533,AITONG DOINYO,KE,HLL,8.0,35.27,-1.2
0.0,0.0,205,-2241533,AITONG DOINYO,KE,HLL,8.0,35.27,-1.2
0.0,0.0,206,-2241533,AITONG DOINYO,KE,HLL,8.0,35.27,-1.2
0.0,0.0,207,-2241534,AIYAM,KE,FRM,8.0,36.55,0.37
0.0,0.0,208,-2241535,AIYAM,KE,STM,8.0,36.58,0.32
0.0,0.0,209,-2241535,AIYAM,KE,STM,8.0,36.58,0.32
0.0,0.0,210,-2241536,AIYANGIYANG,KE,AREA,8.0,35.72,3.08
0.0,0.0,213,-2241538,AJAIAROCK,KE,RK,2.0,38.68,-3.78
0.0,0.0,214,-2241539,AJAO,KE,HLL,6.0,39.72,2.93
0.0,0.0,215,-2241540,AJAO,KE,PPL,6.0,39.7,2.95
0.0,0.0,216,-2241541,AJAMARKU,KE,HLL,3.0,37.9,2.27
0.0,0.0,217,-2241541,AJAMARKU,KE,HLL,3.0,37.9,2.27
0.0,0.0,218,-2241542,AJIGO,KE,MKT,7.0,34.35,-0.1
0.0,0.0,219,-2241543,AJIGOSUBLOCATION,KE,ADMD,7.0,34.3,-0.08
0.0,0.0,220,-2241544,AJIJIKNAIBORR,KE,AREA,8.0,37.62,-2.88
0.0,0.0,221,-2241545,AJILAJISO,KE,AREA,2.0,39.72,-2.12
0.0,0.0,222,-2241546,AKAAITEPUTH,KE,AREA,8.0,36.62,1.87
0.0,0.0,223,-2241547,AKACHIOLOCATION,KE,ADMD,3.0,38.62,0.12
0.0,0.0,224,-2241548,AKADERTE,KE,STM,8.0,35.43,2.38
0.0,0.0,225,-2241549,AKAIGASUBLOCATION,KE,ADMD,3.0,37.85,0.05
0.0,0.0,226,-2241550,AKALA,KE,PPL,7.0,34.43,-0.07
0.0,0.0,227,-2241551,AKALA,KE,SCH,7.0,34.25,-0.97
0.0,0.0,228,-2241552,AKALAR,KE,AREA,6.0,39.08,0.53
0.0,0.0,229,-2241553,AKALAR,KE,WTRH,6.0,40.82,1.7
0.0,0.0,230,-2241554,AKALODAK,KE,AREA,8.0,36.65,1.63
0.0,0.0,231,-2241555,AKANGORAMIRIEK,KE,AREA,8.0,36.57,1.63
0.0,0.0,233,-2241557,AKARA,KE,HLL,7.0,34.2,0.05
0.0,0.0,234,-2241557,AKARA,KE,HLL,7.0,34.2,0.05
0.0,0.0,235,-2241558,AKARA,KE,RDGE,7.0,34.2,0.05
0.0,0.0,236,-2241558,AKARA,KE,RDGE,7.0,34.2,0.05
0.0,0.0,237,-2241559,AKATA,KE,HLL,8.0,34.42,4.52
0.0,0.0,238,-2241560,AKATUMAN,KE,AREA,8.0,34.97,2.48
0.0,0.0,239,-2241561,AKATWAN,KE,STMI,8.0,35.22,2.87
0.0,0.0,240,-2241561,AKATWAN,KE,STMI,8.0,35.22,2.87
0.0,0.0,241,-2241562,AKECH,KE,STM,7.0,34.48,-0.53
0.0,0.0,243,-2241564,AKELAFOREST,KE,FRST,2.0,40.62,-2.27
0.0,0.0,244,-2241565,AKELOSVILLAGE,KE,PPL,7.0,34.58,-0.63
0.0,0.0,245,-2241566,AKEOP,KE,HLL,8.0,35.15,2.57
0.0,0.0,246,-2241567,AKERIEMET,KE,MKT,8.0,35.42,1.53
0.0,0.0,247,-2241568,AKERIEMET,KE,STM,8.0,35.42,1.53
0.0,0.0,248,-2241569,AKERECAMP,KE,CMP,8.0,35.2,1.8
0.0,0.0,249,-2241569,AKERECAMP,KE,CMP,8.0,35.2,1.8
0.0,0.0,250,-2241570,AKHALAR,KE,WTRH,6.0,40.2,0.92
0.0,0.0,251,-2241571,AKHURYA,KE,STMI,8.0,36.15,2.25
0.0,0.0,252,-2241571,AKHURYA,KE,STMI,8.0,36.15,2.25
0.0,0.0,253,-2241572,AKHURYO,KE,WTRH,8.0,35.87,2.22
0.0,0.0,254,-2241573,AKIJO,KE,STM,7.0,34.45,-0.73
0.0,0.0,255,-2241574,AKIRANGONDUSUBLOCATION,KE,ADMD,3.0,37.9,0.03
0.0,0.0,256,-2241575,AKILARANCH,KE,RNCH,8.0,36.37,-1.03
0.0,0.0,257,-2241575,AKILARANCH,KE,RNCH,8.0,36.37,-1.03
0.0,0.0,258,-2241576,AKIRIAMET,KE,STM,8.0,35.7,1.03
0.0,0.0,259,-2241576,AKIRIAMET,KE,STM,8.0,35.7,1.03
0.0,0.0,260,-2241577,AKIRIAMETH,KE,AREA,8.0,35.13,2.08
0.0,0.0,261,-2241578,AKIRIAMETH,KE,AREA,8.0,35.2,2.27
0.0,0.0,262,-2241579,AKIRIAMETSUBLOCATION,KE,ADMD,8.0,35.77,1.37
0.0,0.0,263,-2241580,AKIRIANGONDUSUBLOCATION,KE,ADMD,3.0,37.88,0.35
0.0,0.0,264,-2241581,AKIRIM EMURUA,KE,PLAT,8.0,36.73,2.05
0.0,0.0,265,-2241581,AKIRIM EMURUA,KE,PLAT,8.0,36.73,2.05
0.0,0.0,266,-2241581,AKIRIM EMURUA,KE,PLAT,8.0,36.73,2.05
0.0,0.0,267,-2241581,AKIRIM EMURUA,KE,PLAT,8.0,36.73,2.05
0.0,0.0,268,-2241582,AKITE,KE,AREA,9.0,34.2,0.57
0.0,0.0,269,-2241583,AKITE,KE,HLL,9.0,34.22,0.53
0.0,0.0,270,-2241584,AKITE,KE,HLL,9.0,34.2,0.57
0.0,0.0,271,-2241585,AKITHEOSUBLOCATION,KE,ADMD,3.0,37.8,0.15
0.0,0.0,272,-2241586,AKITHIILOCATION,KE,ADMD,3.0,37.8,0.02
0.0,0.0,273,-2241587,AKITHIISUBLOCATION,KE,ADMD,3.0,37.77,0.2
0.0,0.0,274,-2241588,AKITHKAAMOTHING,KE,HLL,8.0,35.02,4.32
0.0,0.0,275,-2241588,AKITHKAAMOTHING,KE,HLL,8.0,35.02,4.32
0.0,0.0,276,-2241589,AKITIANGEDRIMAMOLFORESTERSPOINT,KE,STNF,8.0,35.02,3.13
0.0,0.0,277,-2241590,AKOCHO,KE,HLL,8.0,35.05,2.13
0.0,0.0,278,-2241591,AKOKO,KE,HLL,7.0,34.57,-1.13
0.0,0.0,279,-2241591,AKOKO,KE,HLL,7.0,34.57,-1.13
0.0,0.0,280,-2241592,AKOKO,KE,PP,7.0,34.58,-1.02
0.0,0.0,281,-2241593,AKOKO,KE,SCH,7.0,34.2,-0.15
0.0,0.0,282,-2241594,AKOM,KE,HLL,7.0,34.15,-0.77
0.0,0.0,283,-2241595,AKOPAL,KE,STMI,8.0,35.55,4.35
0.0,0.0,284,-2241595,AKOPAL,KE,STMI,8.0,35.55,4.35
0.0,0.0,285,-2241596,AKORES,KE,STM,8.0,35.18,2.27
0.0,0.0,286,-2241597,AKORET,KE,MKT,8.0,36.02,1.4
0.0,0.0,287,-2241598,AKORET,KE,SCH,9.0,34.22,0.6
0.0,0.0,288,-2241598,AKORET,KE,SCH,9.0,34.22,0.6
0.0,0.0,289,-2241599,AKORET,KE,STM,8.0,36.07,1.4
0.0,0.0,290,-2241600,AKORETSUBLOCATION,KE,ADMD,8.0,36.02,1.38
0.0,0.0,291,-2241601,AKORINGELECH,KE,AREA,8.0,35.02,2.13
0.0,0.0,292,-2241602,AKOROYANSUBLOCATION,KE,ADMD,8.0,35.98,0.63
0.0,0.0,293,-2241603,AKERON,KE,AREA,8.0,35.3,1.82
0.0,0.0,294,-2241603,AKERON,KE,AREA,8.0,35.3,1.82
0.0,0.0,295,-2241603,AKERON,KE,AREA,8.0,35.3,1.82
0.0,0.0,296,-2241604,AKORUKORU,KE,AREA,8.0,35.03,2.3
0.0,0.0,297,-2241605,AKOTHIMA,KE,STM,3.0,37.97,0.03
0.0,0.0,301,-2241607,AKUMAIT,KE,AREA,8.0,35.03,2.47
0.0,0.0,302,-2241608,AKWANGA,KE,AREA,8.0,35.02,2.3
0.0,0.0,303,-2241610,ALALBANDEDACH,KE,AREA,6.0,39.47,2.7
0.0,0.0,304,-2241611,ALALE,KE,AREA,8.0,35.02,2.23
0.0,0.0,305,-2241612,ALALE,KE,AREA,6.0,40.27,3.55
0.0,0.0,306,-2241613,ALALE,KE,STMI,8.0,35.1,2.2
0.0,0.0,307,-2241614,ALAMONGES,KE,STM,8.0,35.03,1.88
0.0,0.0,308,-2241615,ALANGAARBA,KE,AREA,6.0,40.42,0.12
0.0,0.0,309,-2241616,ALANGAARBA,KE,AREA,6.0,39.93,-0.15
0.0,0.0,310,-2241616,ALANGAARBA,KE,AREA,6.0,39.93,-0.15
0.0,0.0,311,-2241617,ALANGO NAMBALA,KE,WTRH,3.0,38.45,0.4
0.0,0.0,312,-2241618,ALANGODER,KE,WTRH,6.0,39.95,1.07
0.0,0.0,313,-2241619,ALANGODIKO,KE,WTRH,3.0,38.43,0.38
0.0,0.0,314,-2241620,ALANGOGURRU,KE,AREA,6.0,39.93,-0.15
0.0,0.0,315,-2241621,ALANGOSHIRA,KE,AREA,2.0,39.8,-2.82
0.0,0.0,316,-2241622,ALARA,KE,SCH,7.0,34.47,-0.4
0.0,0.0,317,-2241623,ALARA,KE,SCH,7.0,34.52,-0.77
0.0,0.0,318,-2241624,ALARAYENGA,KE,STM,7.0,34.02,-0.12
0.0,0.0,319,-2241625,ALAROSH,KE,STM,8.0,35.73,-1.6
0.0,0.0,320,-2241625,ALAROSH,KE,STM,8.0,35.73,-1.6
0.0,0.0,321,-2241626,ALASHO OLDOINYO,KE,HLL,8.0,35.97,-1.65
0.0,0.0,322,-2241627,ALATI,KE,HLL,6.0,39.92,3.35
0.0,0.0,323,-2241628,ALBURKAINA,KE,AREA,8.0,35.18,1.88
0.0,0.0,324,-2241629,ALDAI,KE,SCH,8.0,34.07,0.08
0.0,0.0,325,-2241630,ALEGOCENTRALLOCATION,KE,ADMD,7.0,34.25,0.07
0.0,0.0,326,-2241631,ALEGOEASTLOCATION,KE,ADMD,7.0,34.28,0.07
0.0,0.0,327,-2241632,ALEGOKERO,KE,WTRH,6.0,40.22,0.73
0.0,0.0,328,-2241633,ALEGOWESTLOCATION,KE,ADMD,7.0,34.02,0.1
0.0,0.0,329,-2241634,ALENDO,KE,CH,7.0,34.2,-0.82
0.0,0.0,330,-2241635,ALENDU,KE,SCH,7.0,34.82,-0.02
0.0,0.0,333,-2241637,ALETETESUBLOCATION,KE,ADMD,2.0,39.97,-3.02
0.0,0.0,334,-2241638,ALGE,KE,HLL,6.0,39.68,2.53
0.0,0.0,335,-2241638,ALGE,KE,HLL,6.0,39.68,2.53
0.0,0.0,336,-2241639,ALGI,KE,AREA,2.0,38.9,-0.92
0.0,0.0,337,-2241640,ALGI KUBI,KE,HLL,3.0,36.43,3.77
